,online_order,book_table,rate,votes,location,rest_type,cuisines,Cost2plates
23401,0,0,3.700141861024285,0,17,6,60,14
23402,1,0,3.0,39,17,6,69,18
23403,1,0,3.1,22,17,6,69,17
23404,1,0,3.9,33,17,8,69,28
23405,0,0,3.700141861024285,0,17,8,69,14
23406,1,0,3.700141861024285,0,17,6,69,17
23407,1,0,3.7,37,17,6,69,18
23408,0,0,3.5,4,17,6,65,14
23409,0,0,3.700141861024285,0,17,6,31,17
23410,0,0,3.2,4,17,6,12,9
23411,0,0,3.3,4,17,6,60,17
23412,0,0,3.700141861024285,0,17,6,11,9
23413,0,0,3.700141861024285,0,17,6,9,17
23414,0,0,3.2,4,17,6,0,22
23415,0,0,3.5,16,17,6,9,18
23416,0,0,3.700141861024285,0,17,6,55,9
23417,0,0,3.700141861024285,0,17,6,60,14
23418,0,0,3.700141861024285,0,17,6,62,9
23419,0,0,3.700141861024285,0,17,6,60,18
23420,0,0,3.700141861024285,0,17,6,69,18
23421,0,0,3.5,13,17,6,45,25
23422,0,0,3.700141861024285,0,17,6,66,14
23423,0,0,3.700141861024285,0,17,6,63,18
23424,0,0,3.700141861024285,0,17,6,69,22
23425,0,0,3.4,6,17,6,60,18
23426,0,0,3.700141861024285,0,17,6,45,28
23427,0,0,3.700141861024285,0,17,6,60,9
23428,0,0,3.0,25,17,6,69,22
23429,0,0,3.3,6,17,6,69,18
23430,1,0,3.700141861024285,0,17,6,60,9
23431,0,0,3.700141861024285,0,17,6,21,22
23432,0,0,3.700141861024285,0,17,6,31,18
23433,0,0,3.700141861024285,0,17,6,11,22
23434,0,0,3.700141861024285,0,17,6,69,18
23435,0,0,3.700141861024285,0,17,6,69,9
23436,0,0,3.700141861024285,0,17,6,62,17
23437,0,0,3.700141861024285,0,17,6,43,17
23438,0,0,3.700141861024285,0,17,6,60,9
23439,0,0,3.700141861024285,0,17,6,69,18
23440,0,0,3.700141861024285,0,17,6,45,22
23441,0,0,3.700141861024285,0,17,6,1,18
23442,0,0,3.700141861024285,0,17,6,66,9
23443,0,0,3.700141861024285,0,17,6,33,25
23444,0,0,2.9,4,17,6,44,18
23445,1,0,3.700141861024285,0,17,6,0,22
23446,1,0,3.5,4,17,6,69,17
23447,1,0,3.700141861024285,0,17,6,69,9
23448,1,0,3.5,11,17,6,65,14
23449,1,0,3.9,153,17,8,19,22
23450,1,0,3.1,10,17,8,61,25
23451,0,0,3.5,14,17,6,1,17
23452,1,0,3.4,35,17,6,24,14
23453,1,0,3.6,8,17,6,60,18
23454,1,0,3.9,62,17,6,69,18
23455,1,0,3.5,14,17,6,60,18
23456,1,1,4.4,2496,3,8,69,34
23457,0,1,4.4,2075,3,8,69,39
23458,0,1,4.5,787,3,2,69,45
23459,1,1,4.4,2241,3,3,69,39
23460,0,1,4.3,966,3,3,69,36
23461,0,0,4.2,1292,3,2,1,32
23462,1,1,4.2,1976,3,2,69,36
23463,1,0,4.6,409,3,2,69,36
23464,1,0,3.700141861024285,0,3,2,69,32
23465,1,0,3.6,798,3,2,13,26
23467,1,0,4.0,539,3,2,69,32
23468,1,0,3.7,32,3,2,56,32
23469,1,1,4.1,1027,3,2,43,36
23470,1,1,4.0,743,3,2,69,32
23471,1,0,3.7,111,3,2,1,32
23472,0,0,3.700141861024285,0,3,1,69,28
23473,1,0,3.8,18,3,2,69,30
23474,0,0,3.9,124,3,1,69,25
23475,1,0,3.9,50,3,1,16,28
23476,1,0,2.7,426,3,2,69,22
23477,1,0,4.0,101,3,2,69,25
23478,1,0,3.2,136,3,2,46,25
23479,1,0,3.0,38,3,2,69,26
23480,1,1,3.5,551,3,2,69,28
23481,1,0,3.1,122,3,6,25,25
23482,1,0,3.5,9,3,2,69,29
23483,1,0,3.700141861024285,0,3,2,69,28
23484,0,0,2.9,107,3,2,45,23
23485,0,1,2.9,200,3,2,69,36
23486,0,0,3.3,67,3,2,45,28
23487,0,0,2.8,80,3,2,69,29
23488,0,1,3.6,39,3,8,69,32
23489,0,0,3.6,13,3,1,16,30
23490,1,0,3.2,51,3,6,45,22
23491,1,0,2.6,170,3,2,69,28
23492,0,0,3.4,66,3,2,69,32
23493,0,0,2.9,59,3,2,23,25
23494,0,0,3.6,21,3,2,69,28
23495,1,1,2.9,90,3,2,69,32
23496,0,0,3.700141861024285,0,3,2,69,28
23497,0,0,2.2,90,3,2,45,31
23498,0,0,3.3,14,3,8,69,30
23499,0,0,3.7,9,3,1,69,22
23500,1,0,3.1,4,3,2,69,29
23501,0,0,3.700141861024285,0,3,2,56,25
23502,0,0,3.700141861024285,0,3,2,45,29
23503,0,0,3.700141861024285,0,3,2,43,25
23504,0,0,3.700141861024285,0,3,2,69,32
23506,0,0,2.3,291,3,2,67,17
23507,1,0,3.3,22,3,2,45,28
23508,1,0,3.9,54,3,6,69,22
23509,1,0,3.6,19,3,6,66,22
23510,1,0,3.9,121,3,6,14,18
23511,1,0,3.9,190,3,5,69,22
23512,1,0,3.8,32,3,6,60,9
23513,1,0,3.7,22,3,6,69,22
23514,1,0,3.7,11,3,6,26,17
23515,0,0,3.3,50,3,8,21,22
23516,1,0,3.9,202,3,6,45,17
23517,0,0,3.6,12,3,6,66,18
23518,1,0,3.8,31,3,6,66,18
23519,1,0,3.5,57,3,6,45,20
23520,0,0,3.1,28,3,8,57,28
23521,1,0,3.2,146,3,6,69,20
23522,1,0,4.0,911,3,6,69,28
23523,1,0,3.6,140,3,6,40,14
23524,1,0,3.3,15,3,6,31,20
23525,1,0,4.1,600,3,6,43,22
23526,0,0,3.4,5,3,8,69,18
23527,0,0,3.700141861024285,0,3,6,69,20
23528,1,0,3.2,188,3,6,69,28
23529,0,0,3.700141861024285,0,3,8,69,25
23530,0,0,3.5,25,3,8,69,25
23531,1,0,3.6,17,3,5,69,34
23532,0,0,3.5,11,3,6,62,9
23533,1,0,3.9,99,3,6,65,18
23534,0,0,3.7,25,3,6,21,5
23535,0,0,2.8,14,3,8,65,18
23536,1,0,3.5,51,3,6,69,14
23537,1,0,3.0,6,3,8,69,22
23538,1,0,2.9,154,3,6,69,28
23539,1,0,3.3,53,3,6,69,22
23540,1,0,3.8,95,3,8,69,38
23541,0,0,3.5,56,3,6,65,22
23542,0,0,3.700141861024285,0,3,8,69,28
23543,0,0,3.2,8,3,6,69,22
23544,0,0,3.7,40,3,6,69,20
23545,0,0,3.2,4,3,6,10,5
23546,0,0,3.3,6,3,6,21,18
23547,0,0,3.1,4,3,6,45,22
23548,0,0,3.6,19,3,6,69,17
23549,0,0,3.700141861024285,0,3,6,69,14
23550,0,0,3.4,4,3,8,44,28
23551,0,0,3.700141861024285,0,3,6,31,14
23552,0,0,3.2,23,3,8,69,23
23553,0,0,3.5,14,3,6,69,5
23554,0,0,3.6,10,3,6,60,9
23555,1,0,3.7,51,3,6,43,18
23556,0,0,3.1,5,3,6,31,18
23557,0,0,3.700141861024285,0,3,6,60,14
23558,0,0,3.700141861024285,0,3,6,69,22
23559,0,0,3.700141861024285,0,3,6,56,14
23560,0,0,2.7,17,3,8,69,25
23561,0,0,3.2,4,3,6,65,22
23562,0,0,3.3,7,3,6,53,22
23563,0,0,3.700141861024285,0,3,6,40,18
23564,0,0,3.6,10,3,8,69,22
23565,0,0,3.700141861024285,0,3,6,10,5
23566,0,0,3.700141861024285,0,3,6,69,9
23567,0,0,3.700141861024285,0,3,6,69,14
23568,0,0,3.700141861024285,0,3,6,60,14
23569,0,0,3.700141861024285,0,3,6,69,14
23570,0,0,3.700141861024285,0,3,6,69,14
23571,0,0,3.700141861024285,0,3,6,1,18
23572,1,0,3.700141861024285,0,3,6,69,17
23573,1,0,3.700141861024285,0,3,6,23,17
23574,1,0,2.4,158,3,6,45,18
23575,1,0,2.8,165,3,6,69,23
23576,0,0,3.1,7,3,6,69,17
23577,0,0,3.3,7,3,6,69,18
23578,0,0,3.700141861024285,0,3,6,60,17
23579,1,0,3.2,94,3,6,45,20
23580,1,0,3.1,70,3,6,10,17
23581,1,0,3.1,21,3,8,69,17
23582,1,0,3.1,178,3,6,0,17
23584,0,0,3.700141861024285,0,3,6,69,25
23585,0,0,3.700141861024285,0,3,8,69,18
23586,0,0,3.700141861024285,0,3,6,60,17
23587,0,1,4.9,6404,0,2,69,46
23588,0,0,4.3,2486,18,2,61,23
23589,0,1,4.6,538,18,2,69,38
23590,1,1,4.3,1265,18,8,69,32
23591,1,1,4.3,1247,18,2,69,36
23592,0,1,4.4,1154,0,3,69,38
23593,0,1,4.3,1246,18,3,69,36
23594,1,0,3.9,74,18,2,69,32
23595,1,1,3.700141861024285,0,18,2,69,30
23596,1,1,4.2,177,18,2,69,32
23597,0,0,4.2,713,18,1,16,25
23598,1,0,4.4,1972,18,2,69,32
23599,1,0,3.9,684,18,2,69,29
23600,1,1,4.1,1080,18,2,45,36
23601,1,1,4.3,885,18,2,22,48
23602,1,0,4.0,32,13,2,66,22
23603,1,0,4.4,181,18,8,69,17
23604,1,1,4.1,367,18,2,69,39
23605,0,0,3.9,205,0,2,69,26
23606,0,1,3.7,570,18,2,69,32
23607,0,0,4.1,710,18,1,69,33
23608,1,1,3.8,362,18,2,69,28
23609,1,0,3.8,367,0,2,43,28
23610,1,0,4.0,137,18,6,64,20
23611,1,0,3.7,136,0,2,45,25
23612,0,1,3.5,11,18,1,69,32
23613,1,0,4.1,464,0,1,69,25
23614,1,0,3.8,210,41,2,48,28
23615,1,1,4.1,553,18,2,69,34
23616,1,0,3.9,247,0,6,69,22
23617,1,0,4.0,958,18,6,69,25
23618,1,1,4.1,176,18,2,69,25
23619,1,0,4.1,130,18,1,69,29
23620,1,0,3.8,232,18,2,69,28
23621,1,0,4.1,295,0,2,69,30
23622,1,0,3.7,40,0,6,43,18
23623,1,0,3.8,30,18,1,16,22
23624,1,0,3.7,115,0,2,23,26
23625,0,0,3.7,26,18,6,60,14
23626,1,0,4.1,166,18,6,10,22
23627,0,1,3.8,151,18,8,69,42
23628,1,1,3.8,584,18,2,69,39
23629,1,0,4.0,808,41,2,46,25
23630,1,0,4.2,465,0,6,69,18
23631,1,0,2.7,48,0,2,45,30
23632,1,0,4.1,381,0,6,2,17
23633,1,0,3.7,21,18,6,69,14
23634,1,0,3.5,80,18,2,69,31
23635,1,0,3.9,91,18,1,69,18
23636,1,0,4.2,450,18,1,69,22
23637,1,0,4.0,310,18,1,69,31
23638,1,1,3.7,205,18,8,69,36
23639,1,0,3.3,42,0,6,31,25
23640,1,0,4.1,303,18,6,69,14
23641,0,0,4.2,424,18,6,60,5
23642,0,0,3.700141861024285,0,41,1,20,22
23643,1,0,3.8,42,1,6,66,18
23644,1,0,3.9,42,18,6,69,25
23645,0,0,3.7,39,1,2,45,23
23646,0,0,3.8,46,18,1,16,22
23647,1,0,3.5,12,0,6,43,18
23648,1,0,3.7,158,18,2,69,30
23649,1,0,4.0,108,18,6,69,25
23650,1,0,3.1,7,41,6,69,17
23651,0,0,4.1,163,18,6,69,14
23652,1,0,3.9,315,18,6,69,18
23653,1,0,3.9,126,18,6,66,22
23654,1,0,3.700141861024285,0,18,6,66,22
23655,0,0,4.0,160,0,8,69,9
23656,1,0,3.8,12,0,6,69,18
23657,1,0,3.9,212,18,2,69,25
23658,1,0,3.1,6,41,6,45,18
23659,1,0,3.7,476,0,6,48,23
23660,1,0,3.7,133,18,2,69,30
23662,1,0,4.0,199,0,6,43,18
23663,1,0,3.1,39,41,6,43,18
23664,1,0,3.700141861024285,0,0,6,21,18
23665,1,0,4.0,109,0,6,43,18
23666,1,0,3.5,40,0,2,55,20
23667,0,0,3.700141861024285,0,0,6,60,3
23668,0,0,2.9,84,0,2,69,25
23669,1,0,3.1,140,0,2,69,28
23670,1,0,3.7,34,0,6,45,18
23671,1,0,3.1,42,0,6,69,32
23672,1,0,3.7,41,0,6,43,9
23673,0,0,3.8,37,18,6,60,14
23674,1,0,3.4,19,41,6,66,22
23675,1,0,3.5,23,18,6,65,18
23676,0,0,3.7,43,18,3,49,22
23677,1,0,3.1,18,0,2,45,23
23678,1,0,3.6,29,18,8,24,22
23679,1,0,4.0,37,18,8,5,22
23680,1,0,3.8,184,0,6,69,22
23681,1,0,3.7,20,0,6,66,18
23682,1,0,3.6,21,18,6,33,9
23683,1,0,3.4,13,18,6,69,22
23684,1,0,3.7,288,41,6,45,25
23685,1,0,3.5,10,0,6,55,18
23686,0,0,3.7,30,0,2,45,25
23687,0,0,3.7,29,0,2,45,25
23688,1,0,3.3,97,41,6,43,22
23689,1,0,3.5,221,0,8,69,22
23690,1,0,3.8,282,18,2,69,32
23691,0,0,3.8,70,41,6,69,14
23692,1,0,3.700141861024285,0,32,6,69,17
23693,1,0,3.4,51,41,6,69,22
23694,1,0,3.6,38,18,6,60,18
23695,1,0,3.7,46,18,6,9,14
23696,1,0,3.8,61,0,6,69,18
23697,0,0,3.7,20,18,6,60,14
23698,1,0,3.9,135,18,6,34,20
23699,0,0,3.8,58,0,6,60,18
23700,0,0,3.9,41,0,8,69,14
23701,1,0,3.5,35,18,6,11,17
23702,1,0,3.5,177,0,6,69,25
23703,1,0,3.7,195,0,6,43,22
23704,1,0,3.700141861024285,0,0,6,9,18
23705,0,0,3.4,9,41,2,56,26
23706,0,0,3.9,144,41,1,69,26
23707,1,0,3.6,42,41,3,69,25
23708,1,0,3.8,254,0,2,21,26
23709,1,0,3.0,61,0,1,16,29
23710,1,0,3.8,614,0,1,69,28
23711,1,0,3.9,247,18,1,69,22
23712,1,0,3.9,128,41,2,69,25
23713,0,0,3.2,24,41,6,31,18
23714,1,0,3.9,358,0,6,45,22
23715,0,0,3.7,43,0,6,69,18
23716,1,0,3.6,71,0,6,69,20
23717,1,0,2.9,7,0,1,69,22
23718,1,0,3.3,26,0,6,23,18
23719,1,0,3.0,177,41,6,23,22
23720,0,0,3.4,34,0,6,43,9
23721,1,0,3.6,60,18,6,14,22
23722,0,0,3.3,4,41,3,69,32
23723,0,0,3.2,11,0,1,69,25
23724,0,0,2.9,17,0,2,69,28
23725,0,0,3.700141861024285,0,0,8,69,17
23726,1,0,3.5,19,41,2,63,22
23727,1,0,2.6,174,0,2,69,23
23728,1,0,3.6,35,0,6,31,18
23729,1,0,3.6,16,0,6,69,18
23730,0,0,3.700141861024285,0,0,2,50,28
23731,0,0,3.4,7,0,2,69,26
23732,1,0,3.6,60,41,2,43,30
23733,1,0,4.0,113,0,8,69,17
23734,0,0,3.6,19,18,6,69,22
23735,0,0,3.6,11,0,6,66,14
23736,1,0,3.2,4,41,6,61,18
23737,1,0,3.4,8,0,6,31,9
23738,0,0,3.7,41,0,2,12,23
23739,0,0,3.1,8,0,2,69,28
23740,0,0,3.6,13,0,8,8,14
23741,0,0,3.700141861024285,0,0,6,39,18
23742,0,0,3.700141861024285,0,18,2,23,25
23743,1,0,3.5,10,41,8,69,5
23744,1,0,3.700141861024285,0,18,8,42,14
23745,1,0,3.700141861024285,0,41,2,9,22
23746,0,0,3.6,17,41,6,31,9
23747,0,0,3.700141861024285,0,0,6,39,9
23748,1,0,3.1,68,18,6,69,26
23749,1,0,3.2,10,0,6,69,17
23750,1,0,3.5,13,0,6,31,18
23751,1,0,3.3,34,0,6,26,25
23752,0,0,3.1,9,0,6,43,20
23753,0,0,3.8,47,0,5,27,14
23754,0,0,3.1,12,18,8,69,25
23755,0,0,3.2,7,0,6,9,14
23756,0,0,3.8,27,18,6,22,18
23757,0,0,3.700141861024285,0,18,6,10,14
23758,0,0,3.3,5,0,6,43,22
23760,0,0,3.3,22,0,6,45,18
23761,0,0,3.700141861024285,0,18,6,69,14
23762,0,0,3.700141861024285,0,1,6,9,17
23763,0,0,3.700141861024285,0,18,6,69,18
23764,0,0,3.700141861024285,0,0,6,63,17
23765,0,0,3.700141861024285,0,41,6,69,25
23766,1,0,3.7,16,18,6,60,5
23767,1,0,3.6,26,0,6,60,5
23768,1,0,3.3,12,41,6,69,14
23769,1,0,3.6,20,18,6,8,17
23770,1,0,3.1,22,18,6,31,22
23771,1,0,3.4,9,0,6,43,17
23772,1,0,3.5,12,0,6,31,17
23773,1,0,2.9,42,0,6,69,17
23774,1,0,2.9,132,0,6,23,18
23775,1,0,3.700141861024285,0,0,6,43,14
23776,1,0,3.0,9,41,6,69,22
23777,0,0,3.3,6,41,6,69,5
23778,0,0,3.5,13,0,6,69,18
23779,0,0,3.700141861024285,0,0,6,8,14
23780,0,0,3.700141861024285,0,0,6,69,17
23781,0,0,3.700141861024285,0,0,6,44,22
23782,0,0,3.700141861024285,0,0,6,50,25
23783,0,0,3.1,10,0,8,69,9
23784,1,0,3.700141861024285,0,18,6,69,18
23785,0,0,3.700141861024285,0,41,6,60,5
23786,0,0,3.700141861024285,0,0,6,60,9
23787,0,0,3.700141861024285,0,41,6,31,14
23788,0,0,3.700141861024285,0,18,6,64,14
23789,0,0,3.700141861024285,0,0,6,69,20
23790,0,0,3.700141861024285,0,0,6,2,18
23791,0,0,3.700141861024285,0,0,6,69,14
23792,0,0,3.700141861024285,0,0,6,69,25
23793,1,0,3.4,5,0,6,69,18
23794,1,0,3.8,75,18,6,69,18
23795,1,0,3.7,17,18,6,32,14
23796,1,0,3.4,17,18,6,9,5
23797,1,0,3.1,14,18,6,45,18
23798,1,0,3.4,6,0,6,45,22
23799,1,0,3.700141861024285,0,0,6,69,22
23800,0,0,3.700141861024285,0,0,6,49,22
23801,1,0,3.1,245,41,6,69,18
23802,0,1,3.8,176,18,2,69,42
23803,1,0,3.2,49,0,6,45,18
23804,0,0,3.7,93,18,2,45,34
23805,0,0,3.7,24,0,6,69,22
23806,1,0,3.0,57,18,6,69,22
23808,0,0,3.700141861024285,0,18,2,45,30
23809,1,0,4.0,166,18,6,66,22
23810,1,0,3.700141861024285,0,0,6,43,20
23811,0,0,3.7,167,18,1,69,22
23812,0,0,3.4,9,18,6,60,5
23813,0,0,3.3,6,0,6,69,17
23814,1,0,3.6,241,41,6,45,18
23815,1,0,3.8,14,18,2,66,28
23816,1,0,2.8,19,18,6,25,18
23817,1,0,3.1,6,18,2,45,26
23818,1,1,3.9,488,0,1,69,30
23819,1,0,3.9,438,0,2,69,29
23820,1,0,3.3,46,0,8,43,22
23821,1,0,2.9,258,0,6,43,17
23822,0,0,3.700141861024285,0,18,6,60,9
23823,1,0,3.700141861024285,0,0,6,69,17
23824,0,0,3.700141861024285,0,0,6,55,18
23825,0,1,4.3,1246,18,3,69,36
23826,0,1,3.9,1779,17,8,69,41
23827,0,0,4.3,680,17,8,69,45
23828,0,1,3.700141861024285,0,17,8,69,43
23829,0,1,3.700141861024285,0,17,8,69,45
23830,0,0,4.5,2800,17,3,69,39
23831,1,1,4.3,4321,17,8,69,46
23832,1,1,4.2,2206,17,8,69,39
23833,0,1,4.0,720,17,8,69,45
23834,1,1,4.1,590,17,3,69,39
23835,0,1,4.1,1195,17,8,69,39
23836,1,1,4.0,1016,17,8,69,41
23837,1,1,4.1,1405,17,8,51,38
23838,1,1,4.1,847,17,3,69,38
23839,1,0,3.9,914,17,8,69,36
23840,0,0,3.700141861024285,0,41,8,69,45
23841,0,0,3.4,97,17,3,69,38
23842,0,0,2.8,56,17,8,43,39
23843,1,0,3.700141861024285,0,17,6,31,9
23844,1,1,4.4,2496,3,8,69,34
23845,1,1,4.4,2241,3,3,69,39
23846,0,1,4.4,1154,0,3,69,38
23847,0,1,3.8,151,18,8,69,42
23848,0,1,4.6,1502,19,2,69,43
23849,0,1,4.4,1099,19,3,69,43
23850,0,1,4.2,1132,19,2,69,46
23851,1,1,4.5,1228,19,2,69,32
23852,1,1,4.4,347,19,2,69,28
23853,1,1,4.3,473,19,2,60,31
23854,1,1,4.2,405,19,2,69,45
23855,1,0,3.8,311,19,2,69,32
23856,1,1,3.7,399,19,2,69,36
23857,0,0,4.1,111,20,2,69,43
23858,1,0,4.0,3128,20,2,69,31
23859,1,1,4.1,840,20,1,69,32
23860,0,0,4.5,1181,19,8,69,34
23861,1,1,4.2,559,19,1,69,39
23862,1,0,4.1,399,19,8,69,30
23863,1,1,4.1,577,19,1,69,30
23864,0,0,4.3,167,19,1,16,25
23865,0,0,3.9,35,19,2,16,30
23866,0,0,3.8,92,19,1,16,30
23867,0,0,3.700141861024285,0,19,8,69,25
23868,0,0,3.9,19,19,8,69,23
23869,0,0,4.0,241,19,1,69,28
23870,1,0,4.1,172,19,1,69,30
23871,1,0,4.1,274,19,1,69,34
23872,0,0,3.8,110,19,8,69,30
23873,0,0,3.700141861024285,0,19,1,18,25
23874,1,0,3.7,46,19,1,16,25
23875,1,0,3.8,140,19,1,69,29
23876,1,0,3.6,56,19,1,16,29
23877,1,0,3.4,6,19,1,69,28
23878,1,0,3.700141861024285,0,19,6,68,5
23879,0,0,2.8,16,19,1,16,28
23880,0,0,3.3,5,19,6,69,5
23881,0,1,3.700141861024285,0,19,2,43,33
23882,1,0,3.9,97,19,1,69,20
23883,1,1,4.4,2589,20,8,69,28
23884,0,0,3.8,15,20,1,19,30
23885,1,0,4.3,191,41,1,69,30
23886,1,1,4.3,496,20,8,69,32
23887,1,0,3.6,14,41,1,69,22
23888,1,0,4.0,722,20,1,69,36
23889,1,1,3.6,104,20,1,69,32
23890,0,0,3.700141861024285,0,41,8,69,14
23891,0,0,3.700141861024285,0,20,1,69,22
23892,0,0,4.0,74,20,8,20,18
23893,0,0,3.5,24,20,1,69,26
23894,0,0,3.700141861024285,0,20,1,69,22
23895,1,0,3.8,36,20,1,18,25
23896,0,0,3.700141861024285,0,20,1,16,25
23897,0,0,3.700141861024285,0,41,1,16,14
23898,0,0,2.6,26,20,1,20,28
23899,1,1,4.5,506,41,1,69,29
23900,1,0,3.7,44,41,1,18,25
23901,1,0,4.1,98,41,1,69,25
23902,1,0,3.7,73,2,8,69,25
23903,1,0,3.8,44,2,1,69,25
23904,1,0,3.6,62,2,8,69,26
23905,1,0,3.6,17,2,1,16,28
23906,1,0,3.700141861024285,0,2,1,16,18
23907,1,0,3.8,77,2,1,20,26
23908,0,0,3.700141861024285,0,41,8,69,34
23909,0,0,3.6,17,2,6,69,22
23910,0,0,3.5,9,2,1,16,20
23911,0,0,3.7,33,2,1,17,25
23912,0,0,3.700141861024285,0,2,8,16,9
23913,1,0,4.4,287,41,4,69,25
23914,1,0,3.5,15,19,7,69,25
23915,1,0,3.8,221,19,5,69,22
23916,1,0,3.6,531,41,4,69,23
23917,1,0,3.7,52,19,6,69,20
23918,1,0,3.3,106,41,2,69,32
23919,1,0,3.7,7,19,6,12,18
23920,1,0,3.9,29,41,6,60,14
23921,1,0,4.4,1418,20,6,69,18
23922,1,0,3.3,238,41,6,45,22
23923,1,0,3.9,420,20,2,69,32
23924,1,0,4.0,148,41,4,69,22
23925,1,1,4.5,1228,19,2,69,32
23926,1,0,4.0,253,41,2,54,28
23927,1,0,3.7,205,41,8,15,22
23928,1,0,4.1,327,19,6,66,18
23929,1,0,4.2,376,19,6,69,20
23930,1,0,3.7,215,2,7,69,23
23931,1,0,3.8,109,2,3,69,28
23932,1,0,3.6,24,41,4,69,25
23933,1,0,3.2,22,41,6,58,31
23934,1,0,3.7,297,2,6,9,14
23935,1,0,3.8,128,41,6,69,18
23936,0,0,3.9,87,19,5,29,18
23937,1,0,4.8,265,19,5,27,22
23938,1,0,4.0,209,19,6,69,28
23939,1,0,4.0,51,41,2,69,22
23940,1,0,3.1,33,41,6,69,18
23941,1,0,3.6,73,2,2,69,25
23942,1,0,3.2,123,2,2,39,28
23943,1,0,3.3,6,41,8,11,18
23944,1,0,3.6,16,19,6,9,9
23945,1,0,2.9,112,41,6,45,22
23946,1,1,3.0,160,41,2,69,29
23947,1,0,4.1,189,19,6,60,5
23948,1,0,3.7,306,41,6,69,22
23949,1,1,4.0,202,41,6,69,23
23950,1,0,3.7,35,19,6,45,30
23951,1,0,3.5,408,41,6,69,28
23952,1,0,3.9,96,19,6,69,18
23953,1,0,4.2,432,19,5,29,25
23954,1,0,3.9,247,41,6,69,22
23955,1,0,4.1,343,20,7,69,25
23956,1,0,3.9,162,19,4,58,31
23957,1,0,3.9,232,20,4,9,29
23958,1,0,2.6,210,41,6,45,22
23959,1,0,2.9,40,41,8,69,18
23960,1,0,3.6,153,41,6,69,22
23961,1,0,3.6,37,41,2,13,31
23962,1,0,3.700141861024285,0,41,6,69,17
23963,1,0,3.0,52,41,8,49,18
23964,1,0,2.7,182,20,2,69,23
23965,1,1,3.6,24,19,2,69,33
23966,1,0,3.4,4,19,8,42,22
23967,1,0,3.8,24,19,8,4,25
23968,1,0,3.2,30,41,6,45,18
23969,1,0,3.7,93,20,6,40,22
23970,1,0,4.3,332,41,6,15,18
23971,1,0,3.700141861024285,0,41,6,1,17
23972,1,0,3.8,257,2,6,45,28
23973,1,0,3.4,182,2,2,69,25
23974,1,0,3.8,61,41,8,34,14
23975,1,1,4.4,347,19,2,69,28
23976,1,0,4.0,156,41,8,69,26
23977,1,0,3.7,41,41,4,69,22
23978,1,0,3.6,195,19,6,45,25
23979,1,0,3.0,16,19,6,11,20
23980,1,0,3.8,140,19,2,69,30
23981,1,0,3.4,7,41,6,69,28
23982,1,0,3.7,15,2,6,65,14
23983,1,0,3.7,27,20,6,69,18
23984,1,1,4.3,1437,20,2,69,45
23985,1,0,3.8,38,41,8,69,17
23986,1,0,3.6,38,41,4,69,28
23987,1,0,3.700141861024285,0,19,6,69,18
23988,1,0,3.1,25,2,8,69,22
23989,1,0,3.6,34,41,6,69,18
23990,1,0,3.5,324,2,2,53,28
23991,1,0,3.9,115,20,2,21,26
23992,1,0,3.4,38,19,7,69,18
23993,1,0,3.7,50,41,5,28,18
23994,1,0,3.7,34,19,8,69,22
23995,1,0,3.2,107,41,4,43,25
23996,1,0,3.9,35,19,4,4,25
23997,1,0,3.6,68,41,2,69,23
23998,1,0,3.700141861024285,0,41,6,58,20
23999,1,1,4.1,577,19,1,69,30
24000,1,0,3.2,22,41,6,69,22
24001,0,0,3.4,58,41,6,69,25
24002,1,0,2.9,7,41,7,11,25
24003,1,0,2.7,64,41,8,21,30
24004,1,0,3.3,80,41,4,69,28
24005,1,0,4.1,23,19,4,69,28
24006,1,0,4.0,177,41,2,69,28
24007,1,0,3.9,190,20,2,40,28
24008,1,0,3.8,140,20,6,69,25
24009,1,0,3.2,87,41,6,69,28
24010,1,0,3.9,24,41,6,66,18
24011,1,0,3.9,110,20,6,31,22
24012,1,0,3.7,48,41,7,69,9
24013,1,0,2.7,37,41,6,69,9
24014,1,0,2.6,227,2,6,38,28
24015,1,0,3.2,4,2,6,65,9
24016,1,0,3.7,42,41,6,69,22
24017,1,0,3.700141861024285,0,20,4,69,14
24018,1,0,3.4,13,20,6,60,18
24019,1,0,3.7,23,41,6,69,18
24020,1,0,3.9,42,20,8,69,18
24021,1,0,3.8,128,20,6,69,22
24022,1,0,4.0,220,41,2,22,25
24023,1,0,3.0,13,41,2,69,22
24024,1,0,3.8,88,19,6,69,22
24025,1,0,3.6,90,41,6,69,22
24026,1,0,3.7,370,20,2,69,32
24027,1,0,3.0,54,41,4,60,28
24028,1,0,3.5,41,20,4,69,28
24029,1,1,4.5,755,41,8,69,41
24030,1,0,3.9,611,2,2,69,31
24031,1,0,3.700141861024285,0,41,2,43,28
24032,1,0,4.1,24,41,8,37,23
24033,1,0,3.8,103,41,6,43,22
24034,1,0,3.9,71,2,6,69,17
24035,0,0,4.5,1181,19,8,69,34
24036,1,1,4.2,341,19,8,69,43
24037,1,0,3.8,151,2,6,69,25
24038,1,0,3.8,109,2,5,37,23
24039,1,0,3.1,78,41,4,51,25
24040,1,0,3.700141861024285,0,19,8,6,18
24041,1,0,3.4,78,2,6,61,22
24042,1,0,3.6,76,20,6,69,23
24043,1,0,3.700141861024285,0,41,6,69,23
24044,1,0,3.700141861024285,0,41,6,31,22
